,title,artists,album,release_date,duration,spotifyID,popularity,isExplicit,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,lyrics
653,A-Town,Lil Baby,Harder Than Hard,2017-08-25,182000,5MuIBOPNO1mWDaEt7qBtYg,50,True,0.0717,0.643,0.475,0.0,4,0.107,-10.837,0,0.335,160.017,4,0.369,"A-T-L-A-N-T-A-G-A, that's where I'm from
I'm from the slums, niggas knowin' how we come
A-T-L-A-N-T-A-G-A, that's where I'm from
I'm from the bricks where we ain't have shit
This that real A-Town, yeah this that real A-Town
This that real A-Town, yeah this that real A-Town

Back when G-Dog caught his time 'cause he wouldn't drop a dime
Back when Big Fred died, had the whole hood cryin'
OG Troup lost his life in his own hood
Niggas steady walkin' 'round like it's all good
Tiger T got crossed by his own man
I seen him and 8-Ball count a hundred bands
Remember Spencer killed a nigga with his bare hands
Meatball turned rat on his own fam
Him and Jordan lil' one got killed at the same time
Every time I close my eyes that shit on my mind
What you know about doin' a paper for some paper
You niggas can't relate 'cause you ain't never ran around in that

A-T-L-A-N-T-A-G-A, that's where I'm from
I'm from the slums, niggas knowin' how we come
A-T-L-A-N-T-A-G-A, that's where I'm from
I'm from the bricks where we ain't have shit
This that real A-Town, yeah this that real A-Town
This that real A-Town, yeah this that real A-Town

Rest in peace to Shawty Lo, yeah dey know
Back when he was comin' through the bricks in an orange Monte Carlo
Mario got shot, that's still some bullshit
Remember NuNu got hit with a whole clip
You niggas ain't from my side, they must be two-sided
They sayin' C-Dog turned in the whole west side
You niggas never was there
I remember neighborhood fights all at the fair
When micros was the only thing that girls would wear
Then these bitches started puttin' the kink and twist in their hair
True Religion was the shit, hood days spend your last on an outfit
They say Keen and Big been rich

A-T-L-A-N-T-A-G-A, that's where I'm from
I'm from the slums, niggas knowin' how we come
A-T-L-A-N-T-A-G-A, that's where I'm from
I'm from the bricks where we ain't have shit
This that real A-Town, yeah this that real A-Town
This that real A-Town, yeah this that real A-Town"
654,My Dawg,Lil Baby,Harder Than Hard,2017-08-25,215423,7CEJH5Ed7FBbXF6CqBQPlJ,62,True,0.0336,0.943,0.544,0.0,10,0.0954,-6.292,0,0.0642,133.012,4,0.515,"Cook that shit up, Quay
Baby
4 Pockets
Yeah, that's my dawg, yeah

Yeah, that's my dawg for sure (My dawg)
Yeah, that's my dawg (My dawg)
Yeah, that's my dawg for sure (My dawg)
Yeah, that's my dawg (My dawg)
Me and my dawg (Me and my dawg)
We gave 'em two in a row (We gave 'em two in a row)
Me and my dawg (Me and my dawg)
We gave 'em two in a row (We gave 'em two in a row)
Deja keep on callin' (Callin')
She say she ready to pull up (Pull up)
As soon as I get there, walk in
I'ma put her in a full nelson (Yeah)
I'm on my way, I'm goin' fast
I'm comin' home to get you (I'm comin' home to get you)
I'm on my way, I'm goin' fast
I'm comin' home to get you (I'm on my way)

Hundred thousand dollars on my neck
'Nother fifty thousand on my wrist
Every nigga with me real rich
Niggas havin' pressure 'bout a bitch
I got all my cases dismissed
I don't go back and forth on the internet
Real niggas don't get into that
I'm tryna get in her mouth, for real
I'm tryna get in her mouth (Yeah)
Me and my dawgs, me and my dawgs
We tryna run in your house (Yeah, yeah)
We want them bricks, we want the money (Give me that)
You can keep all of the pounds (Give me that)
I can't be fuckin' these lil bitty bitches
'Cause they be runnin' they mouth (Yeah)
I'm really runnin' this town
Frank Mueller watch for my wrist
'Nother thirty thousand in my fit
Codeine all in my piss (Ooh)
I don't take drugs no more
Baby mama trippin' 'bout a bitch
I'm just tryna take care my kid
I been in the trenches gettin' rich
I don't know another way to go

Yeah, that's my dawg for sure (My dawg)
Yeah, that's my dawg (My dawg)
Yeah, that's my dawg for sure (My dawg)
Yeah, that's my dawg (My dawg)
Me and my dawg (Me and my dawg)
We gave 'em two in a row (We gave 'em two in a row)
Me and my dawg (Me and my dawg)
We gave 'em two in a row (We gave 'em two in a row)
Deja keep on callin' (Callin')
She say she ready to pull up (Pull up)
As soon as I get there, walk in
I'ma put her in a full nelson (Yeah)
I'm on my way, I'm goin' fast
I'm comin' home to get you (I'm comin' home to get you)
I'm on my way, I'm goin' fast
I'm comin' home to get you (I'm on my way)

Bust down Rollies for the clique
Got these bitches dancing on the dick
They gon' wait in line for this drip
I'ma give her mine, then dip
I'ma try to kill her for the real
Thirty thousand dollars in my ear
I ain't gotta sign no deal
Made a half a mil' last year
I just came home from the can
20 days, whole hundred bands
Got a nigga feelin' like the man
All these bitches knowin' who I am
Hit the ground runnin', I ain't playin'
Put a hundred bricks in the van
Give a thousand pounds to my man
Blow the money fast as I can
Signed to the streets, no advance
Bitches tryna rip me out my pants
'Cause they heard a youngin' gettin' bands
They don't know that I ain't goin' for nothin'
Only gave the bitch a couple hundred
Big dawg, nigga, you a runner
Run off on the plug, change my number
Drop top coupes for the summer

Yeah, that's my dawg for sure (My dawg)
Yeah, that's my dawg (My dawg)
Yeah, that's my dawg for sure (My dawg)
Yeah, that's my dawg (My dawg)
Me and my dawg (Me and my dawg)
We gave 'em two in a row (We gave 'em two in a row)
Me and my dawg (Me and my dawg)
We gave 'em two in a row (We gave 'em two in a row)
Deja keep on callin' (Callin')
She say she ready to pull up (Pull up)
As soon as I get there, walk in
I'ma put her in a full nelson (Yeah)
I'm on my way, I'm goin' fast
I'm comin' home to get you (I'm comin' home to get you)
I'm on my way, I'm goin' fast
I'm comin' home to get you (I'm on my way)

Dawgs
Just me and my dawgs
We gon' take 'em down two in a row
We gon' take 'em down two in a row
We gon' take 'em down two in a row
Just me and my dawgs
I'ma put her in a full nelson
As soon as I get there, I'ma put her in a full nelson"
655,Dates,Lil Baby,Harder Than Hard,2017-08-25,201706,39sH1HapE3v6uIthyb2KFy,41,True,0.0218,0.893,0.615,0.0,6,0.104,-7.821,1,0.296,148.074,4,0.801,"I don't go on dates, I can't wait, I fuck first day, yeah
I don't go on dates, I can't wait, I fuck first day, yeah
I don't go on dates, I can't wait, I fuck first day, yeah
I don't go on dates, I don't wait, I fuck first day, yeah
Flooded Pateek, flooded Patek, whatever you call it
My niggas ballin', my niggas ballin', my niggas ballin'
We gon' go to war with everybody, all my niggas shootin' headshots
We gon' go to war with everybody, all my niggas shootin' headshots

Young niggas really paved the way
Pussy nigga tryna ride the wave
Young nigga want a bankroll
Try me, I'ma break a nigga, woah
C Note with me, got a four-five
Nigga ain't lettin' shit slide
Tiger told me fuck it, let 'em ride
Told me fuck it, go and spin the block
I keep them blue hundreds like an ATM
You can't pull up in lil Cali, it ain't safe out here
Keep some shooters with me, they keep K's on them
Ballin' like I'm Jordan, tryna break the rim
Quarter million dollars on me
Ballin' on these niggas, Curry
Still screamin' fuck the police
Nigga ain't gettin' shit from me
DC in the cut with a MAC-10
Quan in the back with a Draco
All my niggas slidin' when I say so
All my niggas slidin' when I say so

I don't go on dates, I can't wait, I fuck first day, yeah
I don't go on dates, I can't wait, I fuck first day, yeah
I don't go on dates, I can't wait, I fuck first day, yeah
I don't go on dates, I don't wait, I fuck first day, yeah
Flooded Pateek, flooded Patek, whatever you call it
My niggas ballin', my niggas ballin', my niggas ballin'
We gon' go to war with everybody, all my niggas shootin' headshots
We gon' go to war with everybody, all my niggas shootin' headshots

Look out for my people
Sellin' all this reefer
Servin' like it's legal
Pull up in the Regal
Went to school to fuck the teachers
Shooting shots from the bleachers
These niggas didn't believe me
I had to show 'em, made 'em see me
Pull up full pockets for a thigh pad
I got all these niggas big mad
Bitches tryna get some get back
Lil bitty bitch get back
Nigga's bitches riding pom poms
My lil niggas goin' straight dumb
I ain't Lil Weezy but a hot boy
I can't wait to smash on a cop car
These niggas sweet like Pop Tarts
Drive the Hellcat like a hotbox
Party real hard, I'm a rockstar
Rudy in the cut, he a top shotter
If I send the word, you a done dada
These niggas broke, got no dollars
I'ma run the money up, no problem
I don't give a fuck about nobody

I don't go on dates, I can't wait, I fuck first day, yeah
I don't go on dates, I can't wait, I fuck first day, yeah
I don't go on dates, I can't wait, I fuck first day, yeah
I don't go on dates, I don't wait, I fuck first day, yeah
Flooded Pateek, flooded Patek, whatever you call it
My niggas ballin', my niggas ballin', my niggas ballin'
We gon' go to war with everybody, all my niggas shootin' headshots
We gon' go to war with everybody, all my niggas shootin' headshots"
656,My Drip,Lil Baby,Harder Than Hard,2017-08-25,238346,77XX5hXetVXqpocVnbPhzT,54,True,0.0185,0.844,0.544,0.0,0,0.0908,-10.585,1,0.322,129.966,4,0.366,"Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
I came from rags to riches
I fuck the baddest bitches
I came from rags to riches
I fuck the baddest bitches
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
I came from rags to riches
I fuck the baddest bitches
I came from rags to riches
I fuck the baddest bitches

Plug talk, I can put you on
Hundred bags of gas, get 'em gone
Made a couple digits off a phone
Diss me, I won't put you in a song
All my youngins put in work
They gon' put you on a shirt
The last nigga got murked
I prayed about it at church
All I think about is drinkin' syrup
I been gettin' faded, poppin' percs
All my diamonds water, you can surf
Porsche 911, it's a vert
Oh they doin' that, I did it first
Fuck you give me ten for a verse
Nightmares, I'm gon' be the worst
All my problems put 'em in a hearse
Fuck her good, buy that bitch a purse
Eat the pussy, blame it on the perc
Nigga you was rappin', you a jerk
I was really trappin', nigga servin'
Quarter million, put it in the air
Grover called me, told me that it's there
Rich nigga rockin' Moncler
Change of plans, I ain't playin' fair

Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
I came from rags to riches
I fuck the baddest bitches
I came from rags to riches
I fuck the baddest bitches
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
I came from rags to riches
I fuck the baddest bitches
I came from rags to riches
I fuck the baddest bitches

Givenchy, Givenchy, Givenchy
I rock Givenchy, I do this shit for a living
The narcs in the hood, they been trippin'
All in my business, so all my rental cars tinted
Boy I ain't been broke in a minute, I swear I been gettin' it
Still sendin' packs to the prison
Run the money all the way up, wonderful feeling
Bust down Rollies came from scratch
Catch a nigga slipping, do him bad
Take a nigga's shit, won't give it back
Half a bag, get a nigga whacked
Wreck the Masi, go and get a Jag
Hellcat goin' real fast
Fuck 12, I ain't goin' back
Do it for the shit I never had
Niggas droppin' salt 'cause they mad
They don't wanna see me with a bag
A lot of times I just wanna spazz
But I fall back and just laugh
I won't let you trick me out my spot
Niggas having pressure 'bout a thot
These bitches lovin' the crew
We take 'em down by the two

Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
I came from rags to riches
I fuck the baddest bitches
I came from rags to riches
I fuck the baddest bitches
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
Look at my drip, my drip, my swag
I came from rags to riches
I fuck the baddest bitches
I came from rags to riches
I fuck the baddest bitches"
657,Minute,Lil Baby,Harder Than Hard,2017-08-25,238146,3JfXV0Cz7XhfydszEZrLvz,52,True,0.0016,0.75,0.473,0.0,9,0.132,-8.632,1,0.119,122.063,4,0.329,"You dig?
You know what I'm sayin', I'm on that 4PF shit
You know what I'm sayin', I'm on that flooded Patek shit
I'm on that iced out Rollie shit, you dig?

Keep me a check, I ain't got no regrets, if I said it I motherfuckin' meant it
Keep me a check, I ain't got no regrets, if I said it I motherfuckin' meant it
I'm a big dawg, a lieutenant
Brand new foreign, I ain't rented it
All the cars came tinted
All the cars came tinted
Keep me a check, I ain't got no regrets, if I said it I motherfuckin' meant it
Keep me a check, I ain't got no regrets, if I said it I motherfuckin' meant it
I'm a big dawg, a lieutenant
Brand new foreign, I ain't rented it
All the cars came tinted
All the cars came tinted

Hellcat, no scatpack, got a demon too
Beamer truck with the frog eyes, nigga who is you?
I'm gettin' money like rap dudes
I ain't even sold a record fool
All this money on me and it's blue
Neighborhood 6-0 the crew
If I don't do shit I'ma get me a check and I swear I'ma die 'bout these riches
These bankrolls too big for these britches
I heard that these niggas be snitches
I can't fuck with none of these new bitches
They can't wait to tell a nigga's business
I'ma stay on they ass 'til I'm finished
Run it up, it only took a minute
Fake daps and the fake hugs, most of these niggas be some haters
Salt don't kill players, these bitches still need favors
I done ran this shit way up
I can hear 'em screamin', ""Wait up""
Drippin' on 'em, I got flavor
Lil nigga get your weight up

Keep me a check, I ain't got no regrets, if I said it I motherfuckin' meant it
Keep me a check, I ain't got no regrets, if I said it I motherfuckin' meant it
I'm a big dawg, a lieutenant
Brand new foreign, I ain't rented it
All the cars came tinted
All the cars came tinted
Keep me a check, I ain't got no regrets, if I said it I motherfuckin' meant it
Keep me a check, I ain't got no regrets, if I said it I motherfuckin' meant it
I'm a big dawg, a lieutenant
Brand new foreign, I ain't rented it
All the cars came tinted
All the cars came tinted

Percocets got me traumatized
Nigga try me it's gon' be a homicide
They gon' run and hide when it's gunfire
Nigga I ain't lettin' shit slide
They gon' patrol with me, bitch I'm a G
I'ma make 'em fear it, respect it, or check it
I'm one of the real ones, tunnel vision on the way to the millions
Keep me a check, flooded Patek
I fuck with lil shawty, I bought her a Rollie
Pussy niggas tellin' lies, they don't know me
The same niggas talkin' down probably owe me
You a big dawg and I'm a big dawg but they know their motherfuckin' difference
Pushin' pounds, LA Fitness
I got twenty killers with me
I'ma go all the way this year, put it on my son
He gon' be a don, I'ma pop it 'til I'm done
Start throwin' dubs if I run out of ones
These niggas know how we come
Short Dracos with the big old drum
Run through it fast, I'ma break my thumbs, yeah

Keep me a check, I ain't got no regrets, if I said it I motherfuckin' meant it
Keep me a check, I ain't got no regrets, if I said it I motherfuckin' meant it
I'm a big dawg, a lieutenant
Brand new foreign, I ain't rented it
All the cars came tinted
All the cars came tinted
Keep me a check, I ain't got no regrets, if I said it I motherfuckin' meant it
Keep me a check, I ain't got no regrets, if I said it I motherfuckin' meant it
I'm a big dawg, a lieutenant
Brand new foreign, I ain't rented it
All the cars came tinted
All the cars came tinted

I'ma pop my shit, ain't gon' bite my tongue, I'ma rock my shoes
I'ma keep my gun, I'ma rock my jewels, I'ma keep my gun"
658,Life,Lil Baby,Harder Than Hard,2017-08-25,217933,5o31P9xozXjfoQOaW0V0RJ,43,True,0.0839,0.673,0.574,0.0,5,0.1,-8.361,0,0.189,84.977,4,0.501,"I'm just tryna live my life
Moon rocks, on stars, straight cash, no cards
Livin' life like stars, thankin' god every day we finally winning
You was 'posed to my nigga, right here with me
I'm just tryna live my life
They say I ain't living right
Finest cars, designer, and the flashy ice
Livin' for tomorrow, hopin' for tonight
I'm just tryna live my life
They say I ain't living right
Finest cars, designer, and the flashy ice
Livin' for tomorrow, hopin' for tonight

Push start cars, we can't fall
Started from the bottom now we here
Ran me up a mil, it took a year
Watch my closest niggas disappear
We ridin' drop tops whips in the summer
She keep checkin' in 'cause she know that I'm a winner
We gon' skip town just for dinner
We gon' keep it gutter, don't have no one in our business
Draped down in Fendi, she rockin' the latest
She say I'm the greatest, if I'm ollie then you later
Took a trip to the Barbados, and I'm still on paper
Shout out to my haters, they been motivating me lately
Came to fuck the game up, had to switch the wave up
Fuck me just don't lay up, on this codeine I can't stay up
Pitch a dub in a motor, just so they can't catch me
They tried to arrest me 'cause I'm icy like Wayne Gretzky
I'm a big bear like Tee Grizzley, these fuck niggas be sneak dissin'
This FN gon' stay with me, a nigga play that'll be the reason
G5 gone for a lot of seasons, Saks Ave, we done did Neimans
Them millions comin', I can damn see 'em
Long live Frank, I can see him breathin'
I got ten traps and they all beamin'
We done fucked the game up
They blowin' my name up
I just want the money, fuck the fame cuz
Came to switch the game up

I'm just tryna live my life
They say I ain't living right
Finest cars, designer, and the flashy ice
Hopin' for tomorrow, livin' for tonight
I'm just tryna live my life
They say I ain't living right
Finest cars, designer, and the flashy ice
Hopin' for tomorrow, livin' for tonight

If tomorrow ain't promised then why should I wait?
If times still gon' be hard then why should I pray?
Seen my niggas fade away, from a cage to a grave
Solid niggas turned fake, seen it happen every day
Didn't expect it to happen, I thought you was solid
Still can't believe you not right here beside me
The money in front me, the bullshit behind me
My nigga forever, I thought we was riders
When we caught them cases both of us kept quiet
I just lost a friend to some gun play
Put my main bitch on the runway
Still servin' packs on the one way
Paying tithes Sunday, we gon' blow up one day
Magic on a Monday, shout out to the strippers
Lately I been feelin' it on another level
Savin' all the extras, I gotta be different

I'm just tryna live my life
They say I ain't living right
Finest cars, designer, and the flashy ice
Hopin' for tomorrow, livin' for tonight
I'm just tryna live my life
They say I ain't living right
Finest cars, designer, and the flashy ice
Hopin' for tomorrow, livin' for tonight"
659,Narcs,Lil Baby,Harder Than Hard,2017-08-25,212493,07gBz157Fa1fQ5qjhLcBud,53,True,0.00792,0.496,0.531,0.0,1,0.0899,-8.506,1,0.366,86.665,4,0.19,"The narcs just ran in the spot
Nobody was there, we got out
I know they mad as fuck
They can't keep tabs on us
We dodging the feds, tryna get this paper
He on the grind and I'll see you later
I'm tryna grind, go and get this paper
The narcs just ran in the spot
Nobody was there, we got out
I know they mad as fuck
They can't keep tabs on us
We dodging the feds, tryna get this paper
He on the grind and I'll see you later
I'm tryna grind, go and get this paper

I'm rockin' Balmains like they cheap
I brought out all hundreds and it's neat
I ride in foreign cars like I'm Meek
Punchin' on foreign broads on the beach
I got it all gone in a week (week)
Saved by the bell like I'm Screech (Screech)
F&N ride on my seat
Hope one of you niggas don't reach
I'm on that timeline, niggas watchin'
I just spent sixty thousand on some watches
I'm rockin' Tom Ford like a doctor
I just spent twenty thousand on some choppers
We keep them Dracos, shout out to the shottas
Nigga we gotta pull up in apartments
This shit was hard for us, we thought we all was stuck
They told me go get it and I went and got it
Lil nigga I'm the one that got it poppin'
Lil nigga pull up on ya, try to pop ya
I been hearin' niggas talkin'
But when I pull up on them niggas' head drop
I got the streets in a head lock
Straight to the money, no stops
Straight gas, nigga fuck cops

The narcs just ran in the spot
Nobody was there, we got out
I know they mad as fuck
They can't keep tabs on us
We dodging the feds, tryna get this paper
He on the grind and I'll see you later
I'm tryna grind, go and get this paper
The narcs just ran in the spot
Nobody was there, we got out
I know they mad as fuck
They can't keep tabs on us
We dodging the feds, tryna get this paper
He on the grind and I'll see you later
I'm tryna grind, go and get this paper

Pussy nigga hatin', pocket watching(I see you watchin nigga)
Hope that they ain't forget the pocket rocket
Everything I do is expensive, old school dash digit
I been grindin' for a minute, I been really really gettin' it
We was really in them kitchens, I can show you how to get it
Turned a nickle to a fifty, turned a fifty to a dollar
Take the dollar to your partners, show 'em how to add the water
Lock it up and make it harder, Bentley ridin' with the mobsters
We don't eat pasta, we hit on oodles of noodles
We got the weight, that's a full one, damn she just blew me
Pass me the percs I need two of 'em
Get to the money, I'm racin'
Bitch better check my trap, I'm gettin' money
Pockets full, why not, FN on the side
Niggas try me they gon' die
Youngins screamin' what's the price? I can't wait to let 'em slide
It's gon' be a homicide
I ain't gotta tell no lies, 4PF until I die

The narcs just ran in the spot
Nobody was there, we got out
I know they mad as fuck
They can't keep tabs on us
We dodging the feds, tryna get this paper
He on the grind and I'll see you later
I'm tryna grind, go and get this paper
The narcs just ran in the spot
Nobody was there, we got out
I know they mad as fuck
They can't keep tabs on us
We dodging the feds, tryna get this paper
He on the grind and I'll see you later
I'm tryna grind, go and get this paper"
660,Ride Or Die,Lil Baby,Harder Than Hard,2017-08-25,191240,5N6z4rWwioNXS6kxEsUhVW,40,True,0.00282,0.632,0.488,0.0,5,0.12,-8.604,0,0.202,79.951,4,0.356,"All I know is play for keeps, I ain't slept in 'bout a week
Niggas screamin' we got beef, shell casings in the street
You gon' ride or die, you gon' ride or die
Sixteen on the block, had to run me up some guap
Turn some soft into a rock, keep on whippin' 'til it lock
You gon' ride or die, you gon' ride or die

I know my mama prayin' for me, it's kinda hard for her to sleep
When she hearin' I got beef and I'm really in the streets
But she know her son a G, ain't gon' fold, ain't told
I ain't rolled, when the pressure was on I bust chrome
Six o'clock on the dot, niggas still at the spot
Got a play for three blocks, I might serve 'em or take 'em off
I'm tryna figure it out, fuck it I'ma figure it out

All I know is play for keeps, I ain't slept in 'bout a week
Niggas screamin' we got beef, shell casings in the street
You gon' ride or die, you gon' ride or die
Sixteen on the block, had to run me up some guap
Turn some soft into a rock, keep on whippin' 'til it lock
You gon' ride or die, you gon' ride or die

I'm up early in the morning tryna run me up a bag
But a nigga on the run 'cause the narcs on my ass
I'm slidin' in the I, nigga I'm slidin' in the I
And it's for a pocketful but a nigga playin' for keeps
And a nigga got a drum 'cause a nigga in the streets
So I'm grindin' I, nigga I'm grindin' I

All I know is play for keeps, I ain't slept in 'bout a week
Niggas screamin' we got beef, shell casings in the street
You gon' ride or die, you gon' ride or die
Sixteen on the block, had to run me up some guap
Turn some soft into a rock, keep on whippin' 'til it lock
You gon' ride or die, you gon' ride or die

They havin' pressure 'bout these hoes, we havin' bags of this shit
I got four pockets full and coupe around my wrist
Know I play for keeps I got paper out the street
Pull up at your spot, air that bitch out for a week
I finessed 'em out the cash, Rudy bought the jeep
I was in the flat with beat, we got dracos for the beef
I ain't lyin' I'm a beast, them hoes say y'all niggas cheapskates
Duffel bag full of cash like I hit the sweepstakes

All I know is play for keeps, I ain't slept in 'bout a week
Niggas screamin' we got beef, shell casings in the street
You gon' ride or die, you gon' ride or die
Sixteen on the block, had to run me up some guap
Turn some soft into a rock, keep on whippin' 'til it lock
You gon' ride or die, you gon' ride or die"
661,Stendo,Lil Baby,Harder Than Hard,2017-08-25,211333,7GSlWq7g7RHCbsPMrJ0tEx,50,True,0.195,0.584,0.609,0.0,11,0.124,-8.434,0,0.172,78.029,4,0.116,"4PF shit, ya digg?
Them hot boys with me
Long live Jimmy, wish he was still with me
Swear to god every day I wish lil' one was still livin'
Lean fuckin' with my kidney, but I'ma keep on sippin' yeah
Yeah I'ma keep on sippin'

Who the fuck want smoke, nobody
I was fourteen with a bankroll, mask off
Forty on my hip, I lay low
Got some bros that'll shoot when I say so
They'll spray a hundred rounds out the draco
Who the fuck want smoke, nobody
I was fourteen with a bankroll, mask off
Forty on my hip, I lay low
Got some bros that'll shoot when I say so
They'll spray a hundred rounds out the draco

Fourteen with a bankroll
Only god knows all the shit that I been through
Dead broke when the rent due
I stayed down for the come-up now I'm stunting with my whole crew
Young niggas who with me 'bout whatever, they get cheddar
Boss up on them niggas, I done reached another level
Had some soda and some yola and I put that shit together
Hot boys thuggin', I try to tell 'em do better
I was on the rock gettin' paper
I ain't have no time for no hater
All these bitches tell me they gon' chase me
I don't chase it, I'm not a chaser

Who the fuck want smoke, nobody
I was fourteen with a bankroll, mask off
Forty on my hip, I lay low
Got some bros that'll shoot when I say so
They'll spray a hundred rounds out the Draco
Who the fuck want smoke, nobody
I was fourteen with a bankroll, mask off
Forty on my hip, I lay low
Got some bros that'll shoot when I say so
They'll spray a hundred rounds out the Draco

Hundred rounds on the Draco
Lil D, he gon' shoot when I say so
All I know is red lives but my niggas on go
I'ma stand up on the block like a fuckin' light pole
Wish I would've stayed in school but I didn't
My mama tried to show me the right way but I didn't listen
But now I'm in the spot, on spark street, in the kitchen
And I'm fifteen but I ran up them digits (I ran them digits up)
Dracos like YoungBoy
I'm a young boy
Tommy gun boy
Just for fun boy
Breakin' in cars, we used to rob, it was hard
We used to starve, we came far

Who the fuck want smoke, nobody
I was fourteen with a bankroll, mask off
Forty on my hip, I lay low
Got some bros that'll shoot when I say so
They'll spray a hundred rounds out the Draco
Who the fuck want smoke, nobody
I was fourteen with a bankroll, mask off
Forty on my hip, I lay low
Got some bros that'll shoot when I say so
They'll spray a hundred rounds out the Draco

Dracos
Dracos, Dracos, Dracos
Stendos, stendos, stendos
Dracos, Dracos, Dracos
Stendos, stendos, stendos
And we throwin' up them fours
And we pourin' up them fours
Screamin' free all of the bros
Yeah yeah yeah"
662,Large,Lil Baby,Harder Than Hard,2017-08-25,139893,0NhuiLOx2ptpPIhAERs33C,38,True,0.0593,0.652,0.665,0.0,2,0.494,-8.495,1,0.36,149.633,4,0.224,"Maybach parked outside
Take up two parking spots
Barely old enough to drive
I been gettin' way too high
Livin' large, livin' large, livin' large, livin' large
Everybody livin' large
Livin' large, livin' large, livin' large, livin' large
Everybody livin' large

Started from the bottom, now the condo so big I don't see nobody
Pink toes, long hair, runnin' 'round the lobby
Livin' large every day like I hit the lottery, livin' large
Five star restaurants
Watchin' Floyd fight, we in the front
Hawks game, we on the floor
Niggas' bitches dirty bird me, Julio
Take my dogs all around the globe
Shooters with me, they go everywhere I go
Stickin' to the code, ain't gon' never fold
I'ma stand up like a man, that's what I was told
Hoppin' off a plane fresh as fuck, screamin' free Steve
We done had a damn good year, you wouldn't believe
I done counted a whole million cash with my bare hands
Dashboard say two twenty-five, I'm 'bout to do it
Percocet and molly on my ass, I'm 'bout to lose it
We been countin' cash for three hours, gettin' to it
I don't care if they never found the body, I don't watch the news
So much money on the floor like we just left a move
Shootouts in broad day with the cops
Nigga it ain't safe on my block
Nigga came a long way from rocks
I can not go home without the guap
We got Glocks tucked in the stash spot
We don't stop at stop signs, I'ma keep going
Man they killed my dawg over nothing, we was too cool
Remember gettin' that J to check us in when we was in high school
Hellcat goin' real fast
Hopin' I don't crash, I'm just tryna stay focused"
